year,month,series,cpi
1999,Jan,Food and non-alcoholic beverage prices in real terms,94.3
1999,Feb,Food and non-alcoholic beverage prices in real terms,94.3
1999,Mar,Food and non-alcoholic beverage prices in real terms,93.2
1999,Apr,Food and non-alcoholic beverage prices in real terms,92.2
1999,May,Food and non-alcoholic beverage prices in real terms,92.5
1999,Jun,Food and non-alcoholic beverage prices in real terms,92.1
1999,Jul,Food and non-alcoholic beverage prices in real terms,91.8
1999,Aug,Food and non-alcoholic beverage prices in real terms,91.4
1999,Sep,Food and non-alcoholic beverage prices in real terms,90.9
1999,Oct,Food and non-alcoholic beverage prices in real terms,90.9
1999,Nov,Food and non-alcoholic beverage prices in real terms,91
1999,Dec,Food and non-alcoholic beverage prices in real terms,90.9
2000,Jan,Food and non-alcoholic beverage prices in real terms,91.8
2000,Feb,Food and non-alcoholic beverage prices in real terms,91.3
2000,Mar,Food and non-alcoholic beverage prices in real terms,90.5
2000,Apr,Food and non-alcoholic beverage prices in real terms,89.8
2000,May,Food and non-alcoholic beverage prices in real terms,90.5
2000,Jun,Food and non-alcoholic beverage prices in real terms,90.7
2000,Jul,Food and non-alcoholic beverage prices in real terms,91.9
2000,Aug,Food and non-alcoholic beverage prices in real terms,91.2
2000,Sep,Food and non-alcoholic beverage prices in real terms,90.7
2000,Oct,Food and non-alcoholic beverage prices in real terms,90.7
2000,Nov,Food and non-alcoholic beverage prices in real terms,91.1
2000,Dec,Food and non-alcoholic beverage prices in real terms,91.3
2001,Jan,Food and non-alcoholic beverage prices in real terms,92.3
2001,Feb,Food and non-alcoholic beverage prices in real terms,92.3
2001,Mar,Food and non-alcoholic beverage prices in real terms,93
2001,Apr,Food and non-alcoholic beverage prices in real terms,92.8
2001,May,Food and non-alcoholic beverage prices in real terms,94.6
2001,Jun,Food and non-alcoholic beverage prices in real terms,95
2001,Jul,Food and non-alcoholic beverage prices in real terms,93.8
2001,Aug,Food and non-alcoholic beverage prices in real terms,93.1
2001,Sep,Food and non-alcoholic beverage prices in real terms,92.7
2001,Oct,Food and non-alcoholic beverage prices in real terms,93.1
2001,Nov,Food and non-alcoholic beverage prices in real terms,93.1
2001,Dec,Food and non-alcoholic beverage prices in real terms,93.4
2002,Jan,Food and non-alcoholic beverage prices in real terms,94.6
2002,Feb,Food and non-alcoholic beverage prices in real terms,94.3
2002,Mar,Food and non-alcoholic beverage prices in real terms,94.2
2002,Apr,Food and non-alcoholic beverage prices in real terms,93.5
2002,May,Food and non-alcoholic beverage prices in real terms,93
2002,Jun,Food and non-alcoholic beverage prices in real terms,92.4
2002,Jul,Food and non-alcoholic beverage prices in real terms,92.5
2002,Aug,Food and non-alcoholic beverage prices in real terms,92.1
2002,Sep,Food and non-alcoholic beverage prices in real terms,92
2002,Oct,Food and non-alcoholic beverage prices in real terms,92.1
2002,Nov,Food and non-alcoholic beverage prices in real terms,92
2002,Dec,Food and non-alcoholic beverage prices in real terms,91.6
2003,Jan,Food and non-alcoholic beverage prices in real terms,92.2
2003,Feb,Food and non-alcoholic beverage prices in real terms,92.4
2003,Mar,Food and non-alcoholic beverage prices in real terms,92.4
2003,Apr,Food and non-alcoholic beverage prices in real terms,92.5
2003,May,Food and non-alcoholic beverage prices in real terms,93
2003,Jun,Food and non-alcoholic beverage prices in real terms,92.6
2003,Jul,Food and non-alcoholic beverage prices in real terms,92.7
2003,Aug,Food and non-alcoholic beverage prices in real terms,92.3
2003,Sep,Food and non-alcoholic beverage prices in real terms,92.8
2003,Oct,Food and non-alcoholic beverage prices in real terms,92.8
2003,Nov,Food and non-alcoholic beverage prices in real terms,93.1
2003,Dec,Food and non-alcoholic beverage prices in real terms,93
2004,Jan,Food and non-alcoholic beverage prices in real terms,93.3
2004,Feb,Food and non-alcoholic beverage prices in real terms,93.3
2004,Mar,Food and non-alcoholic beverage prices in real terms,93.2
2004,Apr,Food and non-alcoholic beverage prices in real terms,92.5
2004,May,Food and non-alcoholic beverage prices in real terms,92.6
2004,Jun,Food and non-alcoholic beverage prices in real terms,91.9
2004,Jul,Food and non-alcoholic beverage prices in real terms,91.5
2004,Aug,Food and non-alcoholic beverage prices in real terms,91
2004,Sep,Food and non-alcoholic beverage prices in real terms,91.1
2004,Oct,Food and non-alcoholic beverage prices in real terms,91
2004,Nov,Food and non-alcoholic beverage prices in real terms,91.4
2004,Dec,Food and non-alcoholic beverage prices in real terms,91.5
2005,Jan,Food and non-alcoholic beverage prices in real terms,92.2
2005,Feb,Food and non-alcoholic beverage prices in real terms,92.6
2005,Mar,Food and non-alcoholic beverage prices in real terms,93
2005,Apr,Food and non-alcoholic beverage prices in real terms,91.8
2005,May,Food and non-alcoholic beverage prices in real terms,92.1
2005,Jun,Food and non-alcoholic beverage prices in real terms,92.1
2005,Jul,Food and non-alcoholic beverage prices in real terms,90.9
2005,Aug,Food and non-alcoholic beverage prices in real terms,90.8
2005,Sep,Food and non-alcoholic beverage prices in real terms,90.7
2005,Oct,Food and non-alcoholic beverage prices in real terms,90.3
2005,Nov,Food and non-alcoholic beverage prices in real terms,91
2005,Dec,Food and non-alcoholic beverage prices in real terms,91.3
2006,Jan,Food and non-alcoholic beverage prices in real terms,91.5
2006,Feb,Food and non-alcoholic beverage prices in real terms,91.6
2006,Mar,Food and non-alcoholic beverage prices in real terms,91
2006,Apr,Food and non-alcoholic beverage prices in real terms,90.3
2006,May,Food and non-alcoholic beverage prices in real terms,91
2006,Jun,Food and non-alcoholic beverage prices in real terms,91.4
2006,Jul,Food and non-alcoholic beverage prices in real terms,91.6
2006,Aug,Food and non-alcoholic beverage prices in real terms,91.7
2006,Sep,Food and non-alcoholic beverage prices in real terms,92
2006,Oct,Food and non-alcoholic beverage prices in real terms,92.4
2006,Nov,Food and non-alcoholic beverage prices in real terms,93.1
2006,Dec,Food and non-alcoholic beverage prices in real terms,92.6
2007,Jan,Food and non-alcoholic beverage prices in real terms,92.6
2007,Feb,Food and non-alcoholic beverage prices in real terms,93.1
2007,Mar,Food and non-alcoholic beverage prices in real terms,93.1
2007,Apr,Food and non-alcoholic beverage prices in real terms,93.1
2007,May,Food and non-alcoholic beverage prices in real terms,93.3
2007,Jun,Food and non-alcoholic beverage prices in real terms,93.5
2007,Jul,Food and non-alcoholic beverage prices in real terms,92.5
2007,Aug,Food and non-alcoholic beverage prices in real terms,92.8
2007,Sep,Food and non-alcoholic beverage prices in real terms,93.8
2007,Oct,Food and non-alcoholic beverage prices in real terms,94.8
2007,Nov,Food and non-alcoholic beverage prices in real terms,95.4
2007,Dec,Food and non-alcoholic beverage prices in real terms,95.7
2008,Jan,Food and non-alcoholic beverage prices in real terms,96.1
2008,Feb,Food and non-alcoholic beverage prices in real terms,95.9
2008,Mar,Food and non-alcoholic beverage prices in real terms,95.8
2008,Apr,Food and non-alcoholic beverage prices in real terms,96.3
2008,May,Food and non-alcoholic beverage prices in real terms,97.3
2008,Jun,Food and non-alcoholic beverage prices in real terms,98.6
2008,Jul,Food and non-alcoholic beverage prices in real terms,99.5
2008,Aug,Food and non-alcoholic beverage prices in real terms,100.1
2008,Sep,Food and non-alcoholic beverage prices in real terms,99.3
2008,Oct,Food and non-alcoholic beverage prices in real terms,100
2008,Nov,Food and non-alcoholic beverage prices in real terms,101.5
2008,Dec,Food and non-alcoholic beverage prices in real terms,102.6
2009,Jan,Food and non-alcoholic beverage prices in real terms,102.8
2009,Feb,Food and non-alcoholic beverage prices in real terms,103.6
2009,Mar,Food and non-alcoholic beverage prices in real terms,102.9
2009,Apr,Food and non-alcoholic beverage prices in real terms,102.2
2009,May,Food and non-alcoholic beverage prices in real terms,102.7
2009,Jun,Food and non-alcoholic beverage prices in real terms,102.1
2009,Jul,Food and non-alcoholic beverage prices in real terms,101.7
2009,Aug,Food and non-alcoholic beverage prices in real terms,100.7
2009,Sep,Food and non-alcoholic beverage prices in real terms,99.7
2009,Oct,Food and non-alcoholic beverage prices in real terms,100.6
2009,Nov,Food and non-alcoholic beverage prices in real terms,100.8
2009,Dec,Food and non-alcoholic beverage prices in real terms,101.3
2010,Jan,Food and non-alcoholic beverage prices in real terms,101.3
2010,Feb,Food and non-alcoholic beverage prices in real terms,101.9
2010,Mar,Food and non-alcoholic beverage prices in real terms,101.6
2010,Apr,Food and non-alcoholic beverage prices in real terms,101.3
2010,May,Food and non-alcoholic beverage prices in real terms,101
2010,Jun,Food and non-alcoholic beverage prices in real terms,100.8
2010,Jul,Food and non-alcoholic beverage prices in real terms,102
2010,Aug,Food and non-alcoholic beverage prices in real terms,101.6
2010,Sep,Food and non-alcoholic beverage prices in real terms,101.7
2010,Oct,Food and non-alcoholic beverage prices in real terms,101.9
2010,Nov,Food and non-alcoholic beverage prices in real terms,103.1
2010,Dec,Food and non-alcoholic beverage prices in real terms,103.7
2011,Jan,Food and non-alcoholic beverage prices in real terms,103.5
2011,Feb,Food and non-alcoholic beverage prices in real terms,103.8
2011,Mar,Food and non-alcoholic beverage prices in real terms,102.2
2011,Apr,Food and non-alcoholic beverage prices in real terms,101.2
2011,May,Food and non-alcoholic beverage prices in real terms,102.2
2011,Jun,Food and non-alcoholic beverage prices in real terms,103.4
2011,Jul,Food and non-alcoholic beverage prices in real terms,103.6
2011,Aug,Food and non-alcoholic beverage prices in real terms,103.3
2011,Sep,Food and non-alcoholic beverage prices in real terms,102.9
2011,Oct,Food and non-alcoholic beverage prices in real terms,101.8
2011,Nov,Food and non-alcoholic beverage prices in real terms,102.3
2011,Dec,Food and non-alcoholic beverage prices in real terms,103.2
2012,Jan,Food and non-alcoholic beverage prices in real terms,103.4
2012,Feb,Food and non-alcoholic beverage prices in real terms,104.1
2012,Mar,Food and non-alcoholic beverage prices in real terms,103.2
2012,Apr,Food and non-alcoholic beverage prices in real terms,102.5
2012,May,Food and non-alcoholic beverage prices in real terms,102.9
2012,Jun,Food and non-alcoholic beverage prices in real terms,103.2
2012,Jul,Food and non-alcoholic beverage prices in real terms,103.3
2012,Aug,Food and non-alcoholic beverage prices in real terms,103
2012,Sep,Food and non-alcoholic beverage prices in real terms,102.6
2012,Oct,Food and non-alcoholic beverage prices in real terms,102.6
2012,Nov,Food and non-alcoholic beverage prices in real terms,103.5
2012,Dec,Food and non-alcoholic beverage prices in real terms,104.3
2013,Jan,Food and non-alcoholic beverage prices in real terms,104.9
2013,Feb,Food and non-alcoholic beverage prices in real terms,104.9
2013,Mar,Food and non-alcoholic beverage prices in real terms,104.2
2013,Apr,Food and non-alcoholic beverage prices in real terms,104.7
2013,May,Food and non-alcoholic beverage prices in real terms,104.5
2013,Jun,Food and non-alcoholic beverage prices in real terms,104.2
2013,Jul,Food and non-alcoholic beverage prices in real terms,104.4
2013,Aug,Food and non-alcoholic beverage prices in real terms,104.5
2013,Sep,Food and non-alcoholic beverage prices in real terms,104.1
2013,Oct,Food and non-alcoholic beverage prices in real terms,104.3
2013,Nov,Food and non-alcoholic beverage prices in real terms,104.2
2013,Dec,Food and non-alcoholic beverage prices in real terms,104.2
2014,Jan,Food and non-alcoholic beverage prices in real terms,104.9
2014,Feb,Food and non-alcoholic beverage prices in real terms,105
2014,Mar,Food and non-alcoholic beverage prices in real terms,104.2
2014,Apr,Food and non-alcoholic beverage prices in real terms,103.3
2014,May,Food and non-alcoholic beverage prices in real terms,102.3
2014,Jun,Food and non-alcoholic beverage prices in real terms,102.2
2014,Jul,Food and non-alcoholic beverage prices in real terms,102.3
2014,Aug,Food and non-alcoholic beverage prices in real terms,101.8
2014,Sep,Food and non-alcoholic beverage prices in real terms,101.5
2014,Oct,Food and non-alcoholic beverage prices in real terms,101.5
2014,Nov,Food and non-alcoholic beverage prices in real terms,101.6
2014,Dec,Food and non-alcoholic beverage prices in real terms,101.9
2015,Jan,Food and non-alcoholic beverage prices in real terms,102
2015,Feb,Food and non-alcoholic beverage prices in real terms,101.5
2015,Mar,Food and non-alcoholic beverage prices in real terms,101.2
2015,Apr,Food and non-alcoholic beverage prices in real terms,100.6
2015,May,Food and non-alcoholic beverage prices in real terms,100.3
2015,Jun,Food and non-alcoholic beverage prices in real terms,100
2015,Jul,Food and non-alcoholic beverage prices in real terms,99.5
2015,Aug,Food and non-alcoholic beverage prices in real terms,99.2
2015,Sep,Food and non-alcoholic beverage prices in real terms,99.3
2015,Oct,Food and non-alcoholic beverage prices in real terms,98.8
2015,Nov,Food and non-alcoholic beverage prices in real terms,98.9
2015,Dec,Food and non-alcoholic beverage prices in real terms,98.7
2016,Jan,Food and non-alcoholic beverage prices in real terms,99.1
2016,Feb,Food and non-alcoholic beverage prices in real terms,99
2016,Mar,Food and non-alcoholic beverage prices in real terms,97.9
2016,Apr,Food and non-alcoholic beverage prices in real terms,97.8
2016,May,Food and non-alcoholic beverage prices in real terms,97.2
2016,Jun,Food and non-alcoholic beverage prices in real terms,96.6
2016,Jul,Food and non-alcoholic beverage prices in real terms,96.3
2016,Aug,Food and non-alcoholic beverage prices in real terms,96.4
2016,Sep,Food and non-alcoholic beverage prices in real terms,96.2
2016,Oct,Food and non-alcoholic beverage prices in real terms,95.7
2016,Nov,Food and non-alcoholic beverage prices in real terms,95.9
2016,Dec,Food and non-alcoholic beverage prices in real terms,96.1
2017,Jan,Food and non-alcoholic beverage prices in real terms,96.7
2017,Feb,Food and non-alcoholic beverage prices in real terms,96.9
2017,Mar,Food and non-alcoholic beverage prices in real terms,96.9
2017,Apr,Food and non-alcoholic beverage prices in real terms,96.7
2017,May,Food and non-alcoholic beverage prices in real terms,96.4
2017,Jun,Food and non-alcoholic beverage prices in real terms,96.2
2017,Jul,Food and non-alcoholic beverage prices in real terms,96.3
2017,Aug,Food and non-alcoholic beverage prices in real terms,95.8
2017,Sep,Food and non-alcoholic beverage prices in real terms,96.3
2017,Oct,Food and non-alcoholic beverage prices in real terms,96.5
2017,Nov,Food and non-alcoholic beverage prices in real terms,96.7
2017,Dec,Food and non-alcoholic beverage prices in real terms,97
2018,Jan,Food and non-alcoholic beverage prices in real terms,97.4
2018,Feb,Food and non-alcoholic beverage prices in real terms,97.1
2018,Mar,Food and non-alcoholic beverage prices in real terms,97.4
2018,Apr,Food and non-alcoholic beverage prices in real terms,96.9
2018,May,Food and non-alcoholic beverage prices in real terms,96.3
2018,Jun,Food and non-alcoholic beverage prices in real terms,95.8
2018,Jul,Food and non-alcoholic beverage prices in real terms,96.1
2018,Aug,Food and non-alcoholic beverage prices in real terms,95.7
2018,Sep,Food and non-alcoholic beverage prices in real terms,95.4
2018,Oct,Food and non-alcoholic beverage prices in real terms,95.1
2018,Nov,Food and non-alcoholic beverage prices in real terms,95
2018,Dec,Food and non-alcoholic beverage prices in real terms,95.7
